,Gene A,Gene B,Correlation
5498,DOT1L,NCOA3,0.7172591051167209
8959,CCNT2,GTF2A2,0.7172431558268019
1316,WDR82,CDC73,0.7172421728027967
2080,NCOA1,KMT2A,0.717235484131102
10971,RUVBL2,MAZ,0.7172088808398339
12238,TRIM28,NELFB,0.717204847259783
5711,INTS7,TAF12,0.7171974097368692
8794,INTS12,SUPT5H,0.7171630018760998
3867,ATXN7,KAT6B,0.7171513595340954
19949,CDK8,GTF2E2,0.7171405691118038
4535,MED8,MED18,0.7171144221313438
5341,POLR2C,ELL,0.7170813419685135
25367,CXXC1,MED4,0.7170059866269409
5500,DOT1L,KMT2A,0.7169909958834328
21571,MLLT1,CDK13,0.7169572099368664
7614,CCNC,BPTF,0.716934992948072
6189,TAF6L,SUPT3H,0.7167928319457535
21362,POLR2B,MED27,0.7167785616059625
434,SMARCB1,CDK12,0.7167406873040204
8954,CCNT2,MED21,0.7167187057106987
18117,KMT2A,DPY30,0.7166887331868536
7260,NELFE,RUVBL2,0.7166686679374817
23546,GTF2E1,GTF2F2,0.7166674267421245
1480,SUPT4H1,NELFE,0.7166151912716724
20278,CCNH,POLR2B,0.7165557917136447
8690,INTS12,INO80B,0.7164864323425607
27179,VPS72,POLR2G,0.7164846129756329
4914,SMARCD2,BPTF,0.716434345998154
19206,ACTB,BAF53A,0.716382499358848
22122,MED27,EPC1,0.716350606160775
7845,MED25,BCL7A,0.7163081335183795
23571,GTF2E1,MAZ,0.7163001741694494
13090,CHD1,GTF2E1,0.7162401762933845
5147,WDR61,MED13L,0.716234097142238
10053,ERCC2,SUPT16H,0.716233225677646
1917,ERCC3,DPY30,0.716191903207237
17776,NCOA3,SS18,0.7161522205907482
2192,PAF1,SGF29,0.7161231070068667
18708,MED20,RBBP5,0.7160172417547895
3218,CTR9,POLR2E,0.715915602258168
209,TADA3,POLR2C,0.7158805419240353
11810,BAF60A,CDK8,0.7158359950414795
21418,POLR2B,NELFB,0.7158166324106426
4742,BRM,SETD1A,0.7157790849138242
3453,GTF2H1,DMAP1,0.7157554090220217
3260,KAT5,WDR5,0.7157321922789208
8217,ARID4B,DPY30,0.7157229595295682
1074,INTS1,USP22,0.7156943614535394
6659,MED12,POLR2G,0.7156620640201602
9707,SMARCA4,MED4,0.7156357260011027
5180,WDR61,CXXC1,0.7156222757899555
1331,WDR82,TAF5L,0.7155815595137412
5634,INTS7,BPTF,0.7155379144904958
3814,ATXN7,TAF6L,0.71545557456571
5273,POLR2C,SMARCA4,0.7154248306933683
4910,SMARCD2,INO80B,0.7154060396699339
4493,H2AZ,SMARCC2,0.7154030576352434
9528,BAF180,RBBP5,0.715401431961715
15290,POLR2H,GTF2F1,0.7153910655385413
9533,BAF180,SMARCC2,0.7153783103192377
5528,DOT1L,MED6,0.7153571530200731
13420,CDK12,KMT2A,0.7153453788530103
11596,SMARCAD1,INTS5,0.7152956779392509
24272,MED21,NELFCD,0.7152596694499428
26080,KAT6A,CDK9,0.7152266649507828
16901,BCL7C,CDK7,0.7152253913827088
17793,NCOA3,SUPT16H,0.7152127001290419
12861,TAF5L,INTS9,0.7151949832159266
12339,RUVBL1,KMT2D,0.7150493265955503
7661,CCNC,BAF250B,0.7150034277570241
8334,SETD1B,BPTF,0.7149257727971915
22855,BAF53A,MED16,0.7149115769238003
10570,CREBBP,GTF2E1,0.7148966065039938
13486,CDK12,ASH2L,0.7148901776208706
7308,NELFE,ELOA,0.7148767907843686
577,KAT2A,MED19,0.7148491380011777
12172,TRIM28,CCNH,0.714840791590192
9242,GTF2A1,SETD1A,0.714805634347405
12545,SUPT3H,ARID2,0.7147991705822614
10907,RUVBL2,MED13L,0.7147388596077927
204,TADA3,H2AZ,0.7147289492582315
5625,INTS7,ARID4B,0.7146469377662247
13461,CDK12,SUPT7L,0.7145542365230637
8940,CCNT2,CREST,0.7145045459151902
22827,BAF53A,MED23,0.7145026589823671
24285,MED21,ARID1A,0.7144906019525025
2635,SUPT6H,INTS2,0.714456253093087
6027,DMAP1,KAT6B,0.7144303970658415
19966,CDK8,ASH2L,0.7143601242269219
6714,MED19,BPTF,0.714352355294451
2102,NCOA1,MED27,0.7143319791684951
15614,MED30,MED21,0.7142998804562093
29338,EPC1,NELFB,0.714260146821552
5139,WDR61,KMT2D,0.7142073923370823
19952,CDK8,NELFCD,0.7141922370764144
167,POLR2J,MED4,0.7141294706583552
704,KAT2A,ARID4A,0.7141100324008999
9093,INO80B,BCL7C,0.7140953558361032
11050,SMARCC1,HUWE1,0.7140891700969068
19550,ELOA,CDK8,0.7139998160600795
4487,H2AZ,MED4,0.7139683126940434
13476,CDK12,MED24,0.7139332378650443
4928,SMARCD2,RUVBL1,0.713887815593678
7627,CCNC,TRIM28,0.7138129856983865
412,SMARCB1,BAF180,0.7137909421544623
18530,SMARCA5,GTF2F1,0.7137506144549661
15264,POLR2H,KAT6A,0.7137392699027201
9828,BPTF,ELOA,0.7137387238910348
17030,MED10,CDK8,0.7137350326872195
8918,CCNT2,NCOA3,0.7137264790340192
1979,ERCC3,POLR2G,0.7137089852264423
10610,CREBBP,GTF2F1,0.7136648711846015
128,POLR2J,MED6,0.7136394572787437
10140,CDC73,RUVBL2,0.71362241394514
12749,HUWE1,GTF2E2,0.713603605223564
3668,WDR5,RUVBL1,0.7135879148558067
5288,POLR2C,RUVBL1,0.7135640340726382
1224,INTS10,KAT6A,0.7135357861308989
15817,KAT6B,MED15,0.7135320222801005
5927,SGF29,MED4,0.7135270712465839
1106,INTS10,BRM,0.7135065265392432
17946,KMT2D,BAF53A,0.7134813224487008
1506,SUPT4H1,MED7,0.7134446334629445
1591,SUPT4H1,CDK13,0.7133736319373126
10416,TADA1,MED24,0.7133726338192266
9237,GTF2A1,TADA1,0.7133562299743554
26790,MED13,VPS72,0.7133106560534075
29153,CDK7,SMARCC2,0.7133060535155545
14490,EP400,CCNK,0.7133057383587056
12575,SUPT3H,INTS4,0.7132637066038513
13407,CDK12,KAT6B,0.7132505748401623
1668,NELFA,INTS12,0.7132182466119454
10504,CREBBP,SMARCAD1,0.7132082512226757
5874,SGF29,TRRAP,0.71312791993676
23185,MED6,MED11,0.713104606641318
21040,CCNT1,CDK9,0.7130923080330182
3048,MED31,RBBP5,0.7130869960803291
19224,ACTB,KAT6A,0.7130320620870317
1439,WDR82,POLR2G,0.7130173201226958
14513,EP400,BAF45A,0.7130022203803905
941,INTS1,SMARCE1,0.7129496036459059
6232,TAF6L,CCNH,0.7129479977304525
10893,RUVBL2,BCL7C,0.7129423185337472
6985,MED17,MED11,0.7129379493004788
3270,KAT5,DOT1L,0.7129234219009436
75,POLR2J,ENY2,0.7128623328570118
26457,GTF2F2,SF3B5,0.7128118188090817
18130,KMT2A,GTF2E1,0.7127813277015569
1512,SUPT4H1,CHD1,0.7127703414212229
24988,MNAT1,MED13,0.7127321061484493
19954,CDK8,SUPT5H,0.7126682949972626
4290,SSRP1,VPS72,0.7126489813928452
9712,SMARCA4,ATXN7L3,0.7126033570065783
7676,CCNC,CCNT1,0.7125932168895699
15574,MED30,MED10,0.7125675504282138
30419,RBBP5,POLR2G,0.7125625802063791
22281,MED26,SUPT7L,0.7125550880019383
5356,POLR2C,SS18,0.7125508995176166
22826,BAF53A,GTF2F2,0.7125476903115151
6790,MED19,GTF2E1,0.7125102932908933
6339,MED18,INTS8,0.7125078958140624
15772,KAT6B,CCNH,0.712495398957034
4360,H2AZ,NELFE,0.7124932923894588
14579,EP400,POLR2G,0.712447085200261
1359,WDR82,KMT2D,0.7124342936045559
14701,INTS9,ELL,0.7124053555985641
4729,BRM,CCNT2,0.7123759673307063
26251,MED11,CDK13,0.7123255323111335
21592,MLLT1,ATXN7L3,0.7123143349495366
5825,SGF29,BAF60A,0.7123123821552085
13126,CHD1,ASH2L,0.712302625289072
7193,INTS8,SMARCC2,0.7122356207149334
2258,PAF1,NCOA3,0.7122336652125011
6021,DMAP1,INTS9,0.7121974900880549
2269,PAF1,POLR2D,0.7121289757966515
1346,WDR82,MED30,0.7120852568201993
3621,WDR5,ATXN7,0.7120543217816865
11606,SMARCAD1,MED30,0.712047340095503
482,SMARCB1,MED27,0.7120131401942924
17947,KMT2D,UBE2A,0.7119984702433793
19930,CDK8,GTF2E1,0.7119764655130592
441,SMARCB1,INTS9,0.711917512640422
11834,BAF60A,MED21,0.7117527594540198
21210,DPY30,VPS72,0.7117347767952933
23550,GTF2E1,VPS72,0.7116195754391573
3231,CTR9,MAZ,0.7116063712310511
22131,MED27,MAZ,0.7116045643951173
7132,INTS8,CCNH,0.7115835093879244
12760,HUWE1,CDK9,0.7115747002008336
11845,BAF60A,MED11,0.7115682695194078
28071,INTS4,MAZ,0.7115649495019802
9238,GTF2A1,CREBBP,0.711554677621186
6754,MED19,MED10,0.7115407297421641
13626,ENY2,BAF53A,0.7115347466692518
5913,SGF29,SUPT16H,0.7115209139284805
12355,RUVBL1,INTS2,0.7115099302764099
11989,MED7,POLR2D,0.7114809014617995
7647,CCNC,KAT6B,0.71148004319176
2879,NCOA6,POLR2G,0.7114729220610075
17239,MED1,GTF2A2,0.7114594242625464
13679,ENY2,POLR2G,0.7113502122872061
19421,MED13L,CDK7,0.7113296837169191
9642,SMARCA4,SMARCA5,0.711327670215827
11061,SMARCC1,INTS9,0.7113217354756851
1465,SUPT4H1,MED8,0.7112907809299394
4061,BCL7B,BAF250B,0.7112811050037692
642,KAT2A,SMARCA5,0.7112264607397658
23927,AFF1,MED4,0.7112205620234733
27899,SUPT5H,POLR2G,0.7112102405324685
615,KAT2A,ENY2,0.7111598965934397
11310,SETD1A,VPS72,0.7111591661191158
14714,INTS9,MED21,0.7111261386455312
10947,RUVBL2,MED23,0.7111092860006724
17769,NCOA3,BRD9,0.7110936061376315
22819,BAF53A,GTF2A2,0.711088094428246
4371,H2AZ,GTF2A1,0.7110600349755508
7180,INTS8,CDK9,0.711040638871514
15572,MED30,KAT8,0.7110395439925639
8203,ARID4B,MED20,0.7109797979504573
23018,UBE2A,POLR2E,0.7108961991110659
2761,NCOA6,SMARCC1,0.7108257773193236
7634,CCNC,CDK12,0.7108179096009185
2372,SF3B3,SGF29,0.7108139825528119
3181,CTR9,ELL,0.7108008613597091
12579,SUPT3H,EP300,0.7107577629718224
5705,INTS7,ARID2,0.7106842321757487
26811,MED13,MAZ,0.7106174467005625
10430,TADA1,GTF2F1,0.7104108276602221
5717,INTS7,MLLT10,0.7103794635219994
30772,GTF2F1,ATXN7L3,0.710366941600975
11643,SMARCAD1,MED26,0.7103073127270487
9310,GTF2A1,GTF2E1,0.7102705694880025
8581,MED22,ELL,0.710126909313983
5891,SGF29,TAF12,0.7101136396181408
20840,INTS2,CXXC1,0.7100898879617311
8457,SETD1B,SF3B5,0.7100892485391878
14187,TADA2B,MED23,0.7100736394792359
5397,POLR2C,SF3B5,0.7100082089185076
1370,WDR82,CDK8,0.7099947140317946
2031,NCOA1,GTF2A1,0.7099250239952812
5149,WDR61,POLR2D,0.7099200526324668
13590,ENY2,CCNK,0.7099154925560072
1613,SUPT4H1,SMARCC2,0.7098474263304662
21376,POLR2B,SS18,0.7098420514345076
6421,MED18,ELL,0.7097660652548986
5647,INTS7,TRIM28,0.7097373442289875
2589,SUPT6H,SUPT3H,0.7095735111877818
12408,RUVBL1,RBBP5,0.7095344022387056
1301,WDR82,SMARCE1,0.7094878876957179
3539,GTF2H1,MLLT1,0.7094781413958465
3274,KAT5,TAF6L,0.709448041441445
22841,BAF53A,CDK7,0.709393612540385
24117,KMT2B,SF3B5,0.7093847117851058
476,SMARCB1,CCNT1,0.7093269987108201
8746,INTS12,ACTB,0.709291988965833
8554,MED22,MED10,0.709291286516623
470,SMARCB1,CDK8,0.7092370470463667
8876,CCNT2,CDC73,0.7091948843990262
5107,WDR61,TRIM28,0.7091720563821267
1466,SUPT4H1,BRM,0.7091666564713616
12387,RUVBL1,MED23,0.7091452678416719
6231,TAF6L,LEO1,0.7091266688490091
16366,CCNK,ASH2L,0.709098676132067
5378,POLR2C,POLR2E,0.7090636968663299
2309,PAF1,GTF2E2,0.7090306286097181
66,POLR2J,MED7,0.7089936049595057
6277,TAF6L,MED15,0.7089050017805437
3239,CTR9,POLR2G,0.7088860118838591
19770,POLR2D,VPS72,0.7088563267043586
1329,WDR82,SUPT3H,0.7088466859769897
5217,WDR61,SF3B5,0.7087936443638619
17752,NCOA3,CCNH,0.7087777405929386
21929,ELL,GTF2E2,0.7087769597660188
23562,GTF2E1,EPC1,0.7087301963713618
12886,TAF5L,ACTB,0.7087069663714579
16368,CCNK,RBBP5,0.7086691647224065
14546,EP400,GTF2F2,0.7086342948572674
30235,MED4,MED16,0.7085130022961171
20337,CCNH,SF3B5,0.7084899167681838
25910,AFF4,GTF2F1,0.7084819760423802
9340,GTF2A1,CDK9,0.7084767565040128
23935,AFF1,MED16,0.7084387916665067
6291,TAF6L,MAZ,0.7084070219524967
23534,GTF2E1,MED21,0.7083864902719529
650,KAT2A,CDK8,0.7083830041087084
7630,CCNC,HUWE1,0.7083627695831083
559,KAT2A,GTF2H1,0.7082896573146434
19420,MED13L,CDK9,0.7081933747575339
194,TADA3,SUPT6H,0.7081886845877372
6192,TAF6L,CHD1,0.7081432323573434
22090,MED27,GTF2E1,0.7081381953735668
5545,DOT1L,MED11,0.7081238956736372
25911,AFF4,MAZ,0.7081187560936146
4001,BCL7B,SMARCE1,0.708028849933771
5399,POLR2C,POLR2G,0.7080195138671045
19935,CDK8,MED14,0.7079771047823142
12736,HUWE1,SS18,0.7079187187416227
24282,MED21,EPC1,0.7078569550548034
19928,CDK8,MED6,0.7078262165935835
3669,WDR5,SUPT3H,0.7077474418254696
7971,SUPT20H,GTF2A1,0.7076718430526567
22313,MED26,SMARCC2,0.7076502368169566
5707,INTS7,UBE2A,0.7075776803727425
8026,SUPT20H,ACTB,0.7075688412810048
2690,SUPT6H,GTF2F1,0.7075525076674924
4394,H2AZ,CDK12,0.7074952489929921
480,SMARCB1,CREST,0.7074913744064079
9674,SMARCA4,MED21,0.7074537885888983
20855,INTS2,INTS4,0.7074397556811898
5027,SMARCD2,MED4,0.7074105688811889
24835,MLLT10,MED16,0.7073858147754328
22319,MED26,POLR2G,0.7073689394347906
3932,ATXN7,NELFCD,0.7073376349407746
13101,CHD1,SUPT7L,0.7073355951863518
20293,CCNH,KMT2B,0.7072584361910691
1457,SUPT4H1,CTR9,0.7072478834772706
12930,TAF5L,VPS72,0.707239359713186
9236,GTF2A1,CDC73,0.7071785562724403
21189,DPY30,BRD9,0.7071525971207694
26072,KAT6A,NELFCD,0.7070405046917542
15291,POLR2H,MAZ,0.7069896653841153
9150,INO80B,VPS72,0.7068694431696213
6544,MED12,SMARCAD1,0.7068501317089049
30230,MED4,GTF2F1,0.7068328730312918
16672,KAT8,CCNH,0.7068242849364054
2375,SF3B3,MED18,0.7067825853171968
5840,SGF29,EP400,0.7067742553939141
31678,MED16,NELFB,0.7067511739423827
266,TADA3,MED30,0.7067428759765402
10255,CDC73,MED16,0.7067320963352264
15783,KAT6B,MED26,0.7067282958642594
16727,KAT8,MED4,0.7067182580395475
2948,MED31,RUVBL1,0.7066930499073119
25366,CXXC1,ASH2L,0.7066621159959602
21770,CREST,GTF2F1,0.7066561598067416
24106,KMT2B,ASH2L,0.7066307418051538
4286,SSRP1,GTF2F2,0.7065616737542948
6166,TAF6L,SETD1B,0.706523646195704
20478,BAF45A,MNAT1,0.7064876446382545
12569,SUPT3H,GTF2E2,0.7064775774256001
8198,ARID4B,NCOA3,0.7064656077244539
17021,MED10,BAF250B,0.7064281050141251
5447,DOT1L,MED22,0.7063305006719054
21548,MLLT1,MED6,0.7063303599475392
22813,BAF53A,KMT2B,0.7062701100009215
18649,MED20,POLR2D,0.7062691480764276
13807,INTS5,UBE2A,0.7062659687357561
28608,POLR2E,RBBP5,0.7062586221413824
1117,INTS10,MED19,0.7062117821653993
9811,BPTF,TAF9B,0.7061388147408973
17029,MED10,POLR2D,0.70613877505918
5670,INTS7,CCNK,0.7061180464648285
18120,KMT2A,CREST,0.7061009862199226
7613,CCNC,SMARCA4,0.7060787935371328
10977,RUVBL2,SF3B5,0.706059696774476
17063,MED10,AFF4,0.7060199980356486
10965,RUVBL2,ARID1A,0.7059678037870246
4451,H2AZ,TAF12,0.7059603958241553
19202,ACTB,MED27,0.7059588120090627
705,KAT2A,ARID1A,0.7059319290896587
10389,TADA1,BRD9,0.7058696683820925
1913,ERCC3,BAF45A,0.7058631192152951
8440,SETD1B,CDK9,0.7057855646697696
2542,SUPT6H,BCL7B,0.7057603615052059
13632,ENY2,AFF1,0.7057282672158363
6068,DMAP1,MED6,0.7057224398689124
122,POLR2J,MED27,0.705698665550515
18149,KMT2A,GTF2E2,0.7056270464429392
8070,SUPT20H,VPS72,0.7055601217842771
25890,AFF4,VPS72,0.7055522574867344
10201,CDC73,ELL,0.705502087045475
8035,SUPT20H,INTS2,0.7054896981087555
12672,HUWE1,CHD1,0.70537051889823
16697,KAT8,MLLT10,0.7053505594075975
19604,ELOA,ARID4A,0.7053478487196367
2071,NCOA1,TAF9B,0.7053461823576773
358,TADA3,NELFB,0.7053401581493284
12352,RUVBL1,CCNH,0.7053002959773126
21230,DPY30,GTF2F1,0.705253240883172
21542,MLLT1,MED27,0.705233286617685
6361,MED18,SMARCC1,0.7052316941227742
504,SMARCB1,KAT6A,0.7052058189878911
1831,ERCC3,INTS7,0.7051839353786234
3848,ATXN7,RUVBL1,0.7051565913027615
12385,RUVBL1,MED11,0.7051424650775794
6395,MED18,MED1,0.7051172045889686
5681,INTS7,BAF250B,0.7050816494413462
26247,MED11,MED23,0.7050588028673447
3940,ATXN7,CDK9,0.7050293119364113
7680,CCNC,CREST,0.7050253622686213
10180,CDC73,KMT2A,0.7049457372131499
28611,POLR2E,MAZ,0.704943487313593
7690,CCNC,GTF2E1,0.7049284152693936
6372,MED18,CHD1,0.7048358045994063
5636,INTS7,CDC73,0.7048036911391775
24267,MED21,MED23,0.7047650201883838
7670,CCNC,CDK8,0.7047600269942135
2472,SF3B3,AFF1,0.7047556339540639
19948,CDK8,MED13,0.7046391244953537
19916,CDK8,CCNT1,0.7046139848041243
24294,MED21,USP22,0.7045908622914419
10916,RUVBL2,CCNT1,0.7044841105920745
286,TADA3,ACTB,0.7044806967024005
1377,WDR82,DPY30,0.7044769913065266
23540,GTF2E1,CXXC1,0.7044501039825383
8039,SUPT20H,MLLT1,0.7044091025462278
2337,PAF1,SF3B5,0.7043681260453734
22128,MED27,RBBP5,0.7043496021096657
4285,SSRP1,MED11,0.7043373618073934
13480,CDK12,CDK9,0.7042896099708573
4381,H2AZ,SMARCC1,0.7042494156363842
17202,MED1,SMARCA5,0.7042479614443391
9305,GTF2A1,ARID2,0.7041933641446896
18169,KMT2A,POLR2K,0.7041300099360391
9970,ERCC2,HUWE1,0.7041185435958714
25530,SUPT7L,VPS72,0.7040413564781743
13221,BAF45D,INTS9,0.7040019986866225
12051,MED7,MAZ,0.7039882838778754
2151,NCOA1,MAZ,0.7039778732581531
9678,SMARCA4,MNAT1,0.703956842249382
10354,TADA1,MED10,0.703919733220144
463,SMARCB1,MED20,0.7038631770371224
8798,INTS12,POLR2E,0.703714446691815
9273,GTF2A1,BCL7C,0.7036883818735153
17389,MED28,POLR2D,0.7036758968639512
7536,SMARCE1,MED24,0.7035801335393271
5979,DMAP1,INTS8,0.7035318894388075
26093,KAT6A,SMARCC2,0.703458155159157
5167,WDR61,UBE2A,0.7034421374833796
4007,BCL7B,MED22,0.7034207174372707
5675,INTS7,MED1,0.703416652747451
20153,LEO1,SMARCC2,0.7033799817982426
14177,TADA2B,MLLT10,0.7033290654235247
9139,INO80B,GTF2A2,0.703256433472833
2817,NCOA6,DPY30,0.7032336654860953
6744,MED19,POLR2H,0.7032240462816007
5150,WDR61,CDK8,0.7031838684577574
15630,MED30,VPS72,0.7031479967940552
13474,CDK12,SUPT5H,0.7030171969730414
3936,ATXN7,MED24,0.7029973059732076
138,POLR2J,MNAT1,0.7029843038206371
16894,BCL7C,SUPT5H,0.7029715618172828
4413,H2AZ,BCL7C,0.702938790144021
12013,MED7,KMT2B,0.7029250704127055
20651,TRRAP,TAF12,0.7029121507481563
4737,BRM,TADA1,0.7027891844205604
2418,SF3B3,TADA2B,0.7027849716299084
26433,GTF2F2,SUPT16H,0.7027198571634989
8261,ARID4B,CDK7,0.7026807031633583
8446,SETD1B,ASH2L,0.7026719267142197
1,POLR2J,TADA3,0.7026319310256718
17804,NCOA3,ARID4A,0.7025543677321471
29150,CDK7,GTF2F1,0.7024871391450676
2154,NCOA1,USP22,0.7024182542310394
16712,KAT8,NELFCD,0.7023940956785257
135,POLR2J,MED14,0.7022973869520163
6010,DMAP1,HUWE1,0.7022889431413746
7350,NELFE,VPS72,0.7022529276629488
3160,CTR9,KMT2A,0.7022279775208201
3093,CTR9,DMAP1,0.7022220545035481
21226,DPY30,ASH2L,0.7021969482619791
9179,INO80B,POLR2G,0.7021636487771161
4361,H2AZ,SMARCE1,0.7020910190674569
14195,TADA2B,INTS4,0.7020448596033586
1737,NELFA,DPY30,0.7020110933022095
5163,WDR61,MED26,0.7019777736994879
1740,NELFA,CREST,0.7019247210825729
940,INTS1,NELFE,0.7019019334527833
7431,SMARCE1,GTF2A1,0.701881980754279
5197,WDR61,MED15,0.7018724337546127
7538,SMARCE1,POLR2E,0.7017651026695666
3594,GTF2H1,USP22,0.7016828032142659
18113,KMT2A,BAF45A,0.7016645928610254
20290,CCNH,GTF2E1,0.7016356761770105
5095,WDR61,ERCC2,0.7015964361383371
28604,POLR2E,ARID4A,0.7015867957155135
7678,CCNC,POLR2B,0.701569593133975
2897,MED31,CTR9,0.7015675316702376
10869,RUVBL2,SUPT3H,0.7015400362606373
11798,BAF60A,NCOA3,0.7014980130354512
12585,SUPT3H,ARID1A,0.70147292651817
4467,H2AZ,MED23,0.7014521430324266
10369,TADA1,POLR2D,0.7014315526184052
276,TADA3,MED28,0.7014247256493071
17754,NCOA3,TRRAP,0.7013847618509409
12347,RUVBL1,MED13L,0.7013787269790311
1049,INTS1,GTF2E2,0.7013592594198358
12581,SUPT3H,CDK7,0.7013452133392416
13253,BAF45D,BAF45A,0.7012619262840616
4594,MED8,MED10,0.7012565004726988
4573,MED8,BAF45D,0.7012561289412041
12938,TAF5L,POLR2E,0.7012184142705553
2500,SF3B3,CDK9,0.7012173367224395
13782,INTS5,SMARCA5,0.7012071886711106
6972,MED17,AFF1,0.7011552704755772
1312,WDR82,BAF180,0.7011100470851919
2699,SUPT6H,POLR2G,0.7010994122789435
16688,KAT8,MED6,0.7010369542019113
17959,KMT2D,GTF2A2,0.701030063683544
1936,ERCC3,SS18,0.7010131243010013
24806,MLLT10,GTF2F2,0.7009776947499579
12691,HUWE1,TAF9B,0.7008523807988306
1141,INTS10,SMARCC1,0.7008047634358593
11144,SMARCC1,ARID4A,0.7007621525073655
14191,TADA2B,CDK13,0.7007543383841364
12182,TRIM28,MED27,0.7007399587555125
702,KAT2A,EPC1,0.7007257102488152
17227,MED1,UBE2A,0.7006570583767276
9317,GTF2A1,MLLT10,0.7005763193046258
23922,AFF1,EPC1,0.7004962981047645
11126,SMARCC1,GTF2F2,0.7004740292963159
6160,TAF6L,NELFE,0.7004678439479877
11437,SMARCD3,MED12L,0.700461935347389
6893,MED17,SMARCA4,0.7003695608545677
26076,KAT6A,MED24,0.7003156935827242
12312,RUVBL1,CHD1,0.7002557858785902
15286,POLR2H,ASH2L,0.7002301972859334
2555,SUPT6H,MED18,0.7001966143138979
9289,GTF2A1,POLR2D,0.7001474066196557
3850,ATXN7,HUWE1,0.7001343652122849
2076,NCOA1,MED28,0.7001238211454345
6083,DMAP1,AFF4,0.7001131509101626
1507,SUPT4H1,TRIM28,0.7001124929934083
3681,WDR5,INTS9,0.7001019395762512
24828,MLLT10,RBBP5,0.7000860203131001
14136,TADA2B,MED28,0.7000818858417791
13624,ENY2,SMARCA1,0.7000301809858105
13114,CHD1,SUPT5H,0.7000256123777719
1277,WDR82,CTR9,0.7000239132493598
17266,MED1,ASH2L,0.7000193082168766
5624,INTS7,SUPT20H,0.6999935149038813
4740,BRM,RUVBL2,0.6999878348368395
311,TADA3,TAF12,0.6999525461986781
18111,KMT2A,LEO1,0.6999463435304798
21410,POLR2B,GTF2F1,0.6999269861467365
1353,WDR82,BCL7C,0.699883194977719
15233,POLR2H,BAF45A,0.6998356133477541
4410,H2AZ,CCNK,0.6998321980787939
1794,NELFA,USP22,0.6998144578387012
8910,CCNT2,CCNK,0.6997510068333969
7181,INTS8,CDK7,0.699750772718172
6115,DMAP1,MED16,0.6997143159389687
1133,INTS10,SMARCA4,0.6996940875884622
24113,KMT2B,SMARCC2,0.6996903553074534
6006,DMAP1,MED7,0.6996575539046435
4346,H2AZ,BRM,0.6996422478825992
5649,INTS7,SUPT3H,0.6995746310888501
1300,WDR82,NELFE,0.6995579942886565
1799,NELFA,POLR2G,0.6995285475339384
24981,MNAT1,SUPT7L,0.699500854548085
4300,SSRP1,CDK9,0.6994357634143722
6063,DMAP1,MED26,0.6994356788263139
22996,UBE2A,SS18,0.699421728064654
1241,INTS10,CDK7,0.6994178322552563
11986,MED7,ACTB,0.6994057196134764
19761,POLR2D,SUPT7L,0.6993496239436161
15595,MED30,INTS2,0.6993227422479931
202,TADA3,BCL7B,0.6993167163695817
5108,WDR61,RUVBL1,0.6992980663960084
11877,BAF60A,SF3B5,0.6992902752980602
9117,INO80B,DPY30,0.6992397410709796
5633,INTS7,SMARCA4,0.6992274610359952
16900,BCL7C,CDK9,0.6992263273557722
517,SMARCB1,MED15,0.6992000956049574
4365,H2AZ,ARID4B,0.6991987057374145
20658,TRRAP,MNAT1,0.699095477474109
2731,NCOA6,INTS7,0.6990686194040211
2373,SF3B3,DMAP1,0.699062103773989
6760,MED19,KMT2A,0.6990528102704127
27534,NELFCD,USP22,0.699003607163816
4173,SSRP1,DMAP1,0.6989458469300851
2757,NCOA6,TADA1,0.6989262143673699
1570,SUPT4H1,GTF2E1,0.6989178107021936
5666,INTS7,MED30,0.698904247658084
9662,SMARCA4,MED27,0.6988405770231423
3907,ATXN7,UBE2A,0.6988042911002158
11090,SMARCC1,CDK8,0.6987959369864909
7715,CCNC,INTS4,0.6986846491342752
60,POLR2J,RUVBL2,0.6986690935571944
19386,MED13L,BAF53A,0.6986365052863516
6167,TAF6L,MED22,0.6985474511649726
31138,ATXN7L3,NELFB,0.6985337410345916
1309,WDR82,CCNT2,0.6985072328259098
3921,ATXN7,SUPT7L,0.6984442276256787
4553,MED8,SMARCA4,0.6984310417295674
2809,NCOA6,POLR2D,0.6984204784262799
19561,ELOA,ELL,0.698377975682653
10585,CREBBP,MED11,0.6983717686026087
23533,GTF2E1,KMT2B,0.698340237906387
6290,TAF6L,GTF2F1,0.6983398773453737
9298,GTF2A1,POLR2B,0.698296686059164
2150,NCOA1,GTF2F1,0.6982865582458319
10330,TADA1,HUWE1,0.6982450324228782
12568,SUPT3H,MED13,0.6982330487394929
1450,SUPT4H1,ERCC3,0.6981729785748508
11291,SETD1A,TAF12,0.6981326130281542
17074,MED10,SUPT5H,0.6979153744567914
18706,MED20,ASH2L,0.6978553789178413
13792,INTS5,CCNH,0.6978162930322118
1579,SUPT4H1,GTF2A2,0.6977599748008737
21756,CREST,MED24,0.6977192129810111
22678,ARID2,NELFB,0.6976243816056494
2546,SUPT6H,BRM,0.6976160376423037
8421,SETD1B,SUPT7L,0.6976002299406052
16364,CCNK,ARID4A,0.6975991588858003
5991,DMAP1,GTF2A1,0.6975778817213444
13243,BAF45D,MED20,0.6975606285178928
21578,MLLT1,POLR2E,0.6974901801541927
4841,BRM,CDK7,0.6973894241881556
14184,TADA2B,KAT6A,0.6973882222416653
