,EnsemblId,symbol
2745,ENSG00000182521,TBPL2
2746,ENSG00000189308,LIN54
2749,ENSG00000187079,TEAD1
2750,ENSG00000074219,TEAD2
2751,ENSG00000007866,TEAD3
2752,ENSG00000197905,TEAD4
2753,ENSG00000131931,THAP1
2754,ENSG00000129028,THAP10
2755,ENSG00000168286,THAP11
2756,ENSG00000137492,THAP12
2757,ENSG00000173451,THAP2
2758,ENSG00000041988,THAP3
2759,ENSG00000176946,THAP4
2760,ENSG00000177683,THAP5
2761,ENSG00000174796,THAP6
2762,ENSG00000184436,THAP7
2763,ENSG00000161277,THAP8
2764,ENSG00000168152,THAP9
