,0
3835,Q9HCK0
3836,Q9HCK8
3837,Q9HCL3
3838,Q9HCM1
3839,Q9HCM7
3841,Q9HCU9
3842,Q9HD90
3843,Q9NP08
3846,Q9NPC7
3848,Q9NPD3
3849,Q9NPD8
3852,Q9NQ33
3853,Q9NQ87
3854,Q9NQ94
3857,Q9NQL9
3858,Q9NQR1
3859,Q9NQT4
3860,Q9NQT5
3861,Q9NQV5
3863,Q9NQW5
3864,Q9NQX0
3865,Q9NQX1
3866,Q9NQX6
3867,Q9NR22
3868,Q9NR30
3869,Q9NR48
3870,Q9NR83
3871,Q9NRE2
3872,Q9NRL2
3873,Q9NRM2
3874,Q9NRY4
3875,Q9NRZ9
3877,Q9NS56
3878,Q9NS73
3879,Q9NSC2
3880,Q9NSD4
3881,Q9NSI6
3882,Q9NU39
3883,Q9NU63
3884,Q9NUA8
3885,Q9NV66
3886,Q9NVM4
3887,Q9NVP2
3888,Q9NVW2
3889,Q9NWK9
3890,Q9NWS9
3891,Q9NWT6
3892,Q9NX45
3893,Q9NXR8
3894,Q9NXW9
3895,Q9NY27
3896,Q9NY43
3897,Q9NYD6
3898,Q9NYS7
3899,Q9NZC4
3901,Q9NZI6
3902,Q9NZI7
3903,Q9NZL3
3904,Q9NZR4
3905,Q9NZV7
3906,Q9P0J1
3907,Q9P0J7
3909,Q9P0W2
3910,Q9P1Z0
3911,Q9P215
3912,Q9P243
3913,Q9P275
3914,Q9P2D1
3915,Q9P2F9
3916,Q9P2K3
3917,Q9P2L0
3918,Q9P2N6
3919,Q9P2Y4
3922,Q9UBC3
3923,Q9UBD0
3924,Q9UBG7
3926,Q9UBN7
3927,Q9UBP5
3929,Q9UBR4-2
3930,Q9UBU8
3931,Q9UBW7
3932,Q9UBX0
3933,Q9UD57
3934,Q9UEG4
3935,Q9UFB7
3936,Q9UFC0
3937,Q9UFW8
3938,Q9UGJ0
3940,Q9UGL1-2
3941,Q9UGN5
3943,Q9UGU5
3945,Q9UHE5
3946,Q9UHF7
3947,Q9UHI6
3948,Q9UHJ3
3949,Q9UHL9
3950,Q9UHR5
3951,Q9UI36
3952,Q9UI36-2
3953,Q9UID6
3954,Q9UIF8
3955,Q9UIF9
3956,Q9UIG0
3958,Q9UIS9
3961,Q9UJQ4
3963,Q9UJU5
3964,Q9UJV8
3965,Q9UJW3
3966,Q9UK13
3967,Q9UK80
3969,Q9UKI8
3970,Q9UKI9
3971,Q9UKL0
3972,Q9UKN5
3973,Q9UKN8
3974,Q9UKS7
3975,Q9UKT9
3976,Q9UKV0
3978,Q9UKY1
3979,Q9UL36
3980,Q9UL40
3981,Q9UL49
3982,Q9UL59
3984,Q9ULC6
3985,Q9ULD4
3987,Q9ULD9
3988,Q9ULG1
3989,Q9ULI0
3990,Q9ULJ3
3991,Q9ULL5
3992,Q9ULM3
3993,Q9ULU4
3994,Q9ULU4-10
3995,Q9ULV5
3996,Q9ULW6
3997,Q9ULW8
3999,Q9UM07
4003,Q9UMS4
4004,Q9UN79
4005,Q9UNL4
4006,Q9UNX4
4007,Q9UNY5
4009,Q9UPM6
4010,Q9UPN9
4011,Q9UPP1
4013,Q9UPW6
4014,Q9UQ80
4015,Q9UQB9
4016,Q9UQE7
4017,Q9UQR0
4019,Q9Y230
4020,Q9Y232
4021,Q9Y232-2
4022,Q9Y235
4024,Q9Y265
4026,Q9Y2D9
4027,Q9Y2E6
4029,Q9Y2G1-2
4031,Q9Y2K1
4032,Q9Y2K7
4033,Q9Y2R4
4034,Q9Y2V3
4035,Q9Y2W6
4036,Q9Y2W7
4037,Q9Y2X9
4039,Q9Y330
4040,Q9Y3B9
4041,Q9Y3Y2
4043,Q9Y462
4044,Q9Y466
4045,Q9Y467
4046,Q9Y473
4047,Q9Y478
4048,Q9Y483
4053,Q9Y4E5-4
4054,Q9Y4E8
4055,Q9Y4X4
4057,Q9Y543
4058,Q9Y5A6
4059,Q9Y5B9
4060,Q9Y5J3
4061,Q9Y5R5
4063,Q9Y5T5
4065,Q9Y5X4
4066,Q9Y5Z7
4067,Q9Y603
4068,Q9Y618
4069,Q9Y651
4071,Q9Y6I4
4073,Q9Y6K1
4075,Q9Y6X0
4076,Q9Y6X8
